"treated","trump_approval","video_id","vote_pres_2020","vote_pres_2024","partisanship","democratic_party_fav","republican_party_fav","trump_fav","biden_fav"
1,1,32,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Somewhat unfavorable","Somewhat Unfavorable","Somewhat Favorable"
1,0,32,"other_did_not_vote","other_did_not_vote","Independent","Somewhat unfavorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,32,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,32,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,32,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Somewhat unfavorable","Very Unfavorable","Very Favorable"
1,0,32,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,32,"Republican Donald Trump","other_did_not_vote","Republican","Very unfavorable","Somewhat unfavorable","Somewhat Unfavorable","Very Unfavorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Unfavorable"
1,1,33,"other_did_not_vote","other_did_not_vote","Republican","Somewhat unfavorable","Somewhat favorable","Somewhat Unfavorable","Somewhat Unfavorable"
1,0,33,"other_did_not_vote","other_did_not_vote","Democrat","Somewhat favorable","Somewhat unfavorable","Not sure/Never Heard of","Somewhat Favorable"
1,0,33,"Republican Donald Trump","Republican Donald Trump","Independent","Somewhat favorable","Somewhat favorable","Somewhat Favorable","Somewhat Favorable"
1,0,33,"Democrat Joe Biden","other_did_not_vote","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Somewhat unfavorable","Very Unfavorable","Somewhat Unfavorable"
1,1,33,"other_did_not_vote","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,1,33,"Republican Donald Trump","Republican Donald Trump","Independent","Very unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Very unfavorable","Very unfavorable","Very Unfavorable","Very Unfavorable"
1,1,33,"Republican Donald Trump","Republican Donald Trump","Republican","Somewhat favorable","Somewhat favorable","Somewhat Favorable","Somewhat Unfavorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,1,33,"Republican Donald Trump","Republican Donald Trump","Independent","Very unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Somewhat unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat favorable","Somewhat unfavorable","Very Unfavorable","Somewhat Unfavorable"
1,1,33,"other_did_not_vote","other_did_not_vote","Republican","Very unfavorable","Very favorable","Somewhat Favorable","Very Unfavorable"
1,1,33,"Republican Donald Trump","Republican Donald Trump","Democrat","Somewhat favorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat unfavorable","Very unfavorable","Very Unfavorable","Somewhat Unfavorable"
1,0,33,"other_did_not_vote","other_did_not_vote","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat favorable","Somewhat unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,1,33,"Republican Donald Trump","Republican Donald Trump","Independent","Very unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,1,33,"other_did_not_vote","other_did_not_vote","Independent","Never heard of/Not sure","Never heard of/Not sure","Somewhat Favorable","Not sure/Never Heard of"
1,1,33,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat unfavorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,33,"Republican Donald Trump","other_did_not_vote","Republican","Very unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,1,33,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Somewhat Favorable","Very Unfavorable"
1,0,33,"Republican Donald Trump","other_did_not_vote","Democrat","Somewhat unfavorable","Somewhat favorable","Somewhat Favorable","Somewhat Unfavorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Never heard of/Not sure","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,33,"Republican Donald Trump","Republican Donald Trump","Republican","Somewhat unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,0,33,"Republican Donald Trump","Republican Donald Trump","Democrat","Somewhat unfavorable","Somewhat unfavorable","Somewhat Unfavorable","Somewhat Unfavorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,33,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,33,"other_did_not_vote","other_did_not_vote","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,1,33,"Republican Donald Trump","Republican Donald Trump","Republican","Somewhat unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,0,33,"other_did_not_vote","Democrat Kamala Harris","Independent","Somewhat unfavorable","Very unfavorable","Very Unfavorable","Very Unfavorable"
1,1,34,"other_did_not_vote","other_did_not_vote","Republican","Very unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,0,34,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,34,"other_did_not_vote","other_did_not_vote","Independent","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,34,"other_did_not_vote","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,34,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,1,34,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,34,"Republican Donald Trump","Democrat Kamala Harris","Independent","Never heard of/Not sure","Never heard of/Not sure","Somewhat Favorable","Somewhat Favorable"
1,1,34,"other_did_not_vote","other_did_not_vote","Independent","Somewhat unfavorable","Somewhat unfavorable","Very Favorable","Very Unfavorable"
1,0,34,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,1,34,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,34,"Republican Donald Trump","other_did_not_vote","Republican","Never heard of/Not sure","Very unfavorable","Somewhat Favorable","Very Unfavorable"
1,1,34,"other_did_not_vote","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,34,"other_did_not_vote","other_did_not_vote","Independent","Very unfavorable","Very unfavorable","Very Unfavorable","Very Unfavorable"
1,1,34,"other_did_not_vote","Republican Donald Trump","Independent","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,1,34,"other_did_not_vote","other_did_not_vote","Something else","Somewhat unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,0,34,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Unfavorable"
1,0,34,"other_did_not_vote","other_did_not_vote","Independent","Somewhat unfavorable","Very unfavorable","Somewhat Unfavorable","Somewhat Unfavorable"
1,0,34,"other_did_not_vote","other_did_not_vote","Republican","Very unfavorable","Somewhat unfavorable","Very Unfavorable","Very Unfavorable"
1,0,34,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,34,"other_did_not_vote","other_did_not_vote","Something else","Somewhat unfavorable","Very unfavorable","Very Unfavorable","Somewhat Unfavorable"
1,1,34,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,1,34,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,0,34,"other_did_not_vote","other_did_not_vote","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,1,34,"Republican Donald Trump","Republican Donald Trump","Democrat","Somewhat favorable","Somewhat unfavorable","Very Favorable","Somewhat Favorable"
1,0,34,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,34,"Democrat Joe Biden","Republican Donald Trump","Democrat","Somewhat favorable","Somewhat favorable","Somewhat Unfavorable","Somewhat Unfavorable"
1,1,34,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,1,34,"other_did_not_vote","Republican Donald Trump","Independent","Somewhat unfavorable","Somewhat unfavorable","Somewhat Favorable","Very Unfavorable"
1,0,34,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,0,34,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,34,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,34,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,34,"other_did_not_vote","other_did_not_vote","Independent","Very unfavorable","Very unfavorable","Not sure/Never Heard of","Not sure/Never Heard of"
1,0,34,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,0,34,"Democrat Joe Biden","Democrat Kamala Harris","Something else","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,34,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,35,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,35,"Democrat Joe Biden","other_did_not_vote","Democrat","Never heard of/Not sure","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,35,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Somewhat unfavorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,0,35,"Democrat Joe Biden","other_did_not_vote","Independent","Somewhat favorable","Somewhat favorable","Somewhat Unfavorable","Somewhat Favorable"
1,1,35,"Democrat Joe Biden","Republican Donald Trump","Republican","Somewhat unfavorable","Somewhat favorable","Somewhat Favorable","Very Unfavorable"
1,0,35,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Somewhat favorable","Very Unfavorable","Somewhat Unfavorable"
1,1,35,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Somewhat favorable","Somewhat Unfavorable","Somewhat Favorable"
1,0,35,"Republican Donald Trump","Democrat Kamala Harris","Independent","Never heard of/Not sure","Very unfavorable","Very Unfavorable","Somewhat Unfavorable"
1,0,35,"Republican Donald Trump","other_did_not_vote","Independent","Never heard of/Not sure","Never heard of/Not sure","Very Unfavorable","Somewhat Unfavorable"
1,0,35,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Somewhat Favorable"
1,1,35,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,1,35,"Republican Donald Trump","Republican Donald Trump","Independent","Very unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,1,35,"Republican Donald Trump","Republican Donald Trump","Independent","Somewhat unfavorable","Very favorable","Very Favorable","Very Unfavorable"
1,1,35,"Republican Donald Trump","other_did_not_vote","Democrat","Somewhat unfavorable","Very unfavorable","Somewhat Favorable","Very Unfavorable"
1,0,35,"other_did_not_vote","Democrat Kamala Harris","Independent","Somewhat unfavorable","Very unfavorable","Very Unfavorable","Somewhat Unfavorable"
1,0,35,"Democrat Joe Biden","Democrat Kamala Harris","Independent","Very unfavorable","Very unfavorable","Very Unfavorable","Somewhat Unfavorable"
1,1,35,"other_did_not_vote","Republican Donald Trump","Republican","Very unfavorable","Somewhat unfavorable","Somewhat Favorable","Very Unfavorable"
1,0,35,"Democrat Joe Biden","Republican Donald Trump","Independent","Very unfavorable","Somewhat unfavorable","Very Unfavorable","Very Unfavorable"
1,1,35,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Somewhat Favorable","Very Unfavorable"
1,0,35,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Somewhat favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,1,35,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Very favorable","Somewhat Favorable","Very Unfavorable"
1,1,35,"Republican Donald Trump","Republican Donald Trump","Republican","Very unfavorable","Somewhat favorable","Very Favorable","Very Unfavorable"
1,0,35,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,0,35,"Republican Donald Trump","Republican Donald Trump","Independent","Very unfavorable","Very unfavorable","Somewhat Unfavorable","Very Unfavorable"
1,0,35,"Democrat Joe Biden","Democrat Kamala Harris","Democrat","Very favorable","Very unfavorable","Very Unfavorable","Very Favorable"
1,1,35,"other_did_not_vote","Republican Donald Trump","Republican","Somewhat unfavorable","Very favorable","Very Favorable","Somewhat Unfavorable"
